index,smiles_solvent,smiles_solute,DGsolv,comment,can_smiles_solvent,can_smiles_solute,predicted,total_atoms_solute,total_atoms_solvent,shap_values
907,CC(C)(C)OC,OC(=O)c1cc(O)c(O)c(O)c1,0,logP_setA,COC(C)(C)C,O=C(O)c1cc(O)c(O)c(O)c1,-17.110403,12,6,"[-0.70340438 -0.02046437 -0.7162454  -1.04186343 -2.21395107  0.30082349
 -0.33855509  1.21203532 -0.6974176   0.30082417 -0.33855521 -2.21395048
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
908,CC(OC(C)C)=O,OC(=O)c1cc(O)c(O)c(O)c1,0,logP_setA,CC(=O)OC(C)C,O=C(O)c1cc(O)c(O)c(O)c1,-19.021368,12,7,"[-0.39916766 -1.03418989 -0.46868888 -1.56180472 -2.05598846 -0.40878991
 -0.15377725  0.61558552 -0.2963103  -0.40879069 -0.15377763 -2.05598789
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
909,c1ccc(cc1)CO,OC(=O)c1cc(O)c(O)c(O)c1,0,logP_setA,OCc1ccccc1,O=C(O)c1cc(O)c(O)c(O)c1,-18.50504,12,8,"[ 0.37240987 -2.71681992  0.24786239 -2.03122189  0.0192404  -2.55587521
  0.36635793 -0.56779921  1.1707662  -2.55587635  0.36635829  0.01923904
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
910,C1CCCCC1O,OC(=O)c1cc(O)c(O)c(O)c1,0,logP_setA,OC1CCCCC1,O=C(O)c1cc(O)c(O)c(O)c1,-19.335258,12,7,"[ 0.07734778 -2.02464621 -0.01673821 -2.01975835 -0.89828339 -1.80991324
  0.17264757 -0.20224041  0.56155467 -1.80991241  0.1726469  -0.89828404
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
911,CCCCO,OC(=O)c1cc(O)c(O)c(O)c1,0,logP_setA,CCCCO,O=C(O)c1cc(O)c(O)c(O)c1,-19.16228,12,5,"[ 0.02880848 -1.9171129  -0.06017681 -2.09141877 -0.8623796  -1.80354248
  0.16098542 -0.00570409  0.53287846 -1.80354194  0.16098588 -0.86237909
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
912,CCCCCCCCO,OC(=O)c1cc(O)c(O)c(O)c1,0,logP_setA,CCCCCCCCO,O=C(O)c1cc(O)c(O)c(O)c1,-17.783558,12,9,"[-0.18651929 -1.34826886 -0.2645997  -1.60621918 -0.97412885 -1.09719491
  0.00829476  0.16701458  0.22077478 -1.09719422  0.00829442 -0.97412925
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
913,O,OC(=O)c1cc(O)c(O)c(O)c1,0,logP_setA,O,O=C(O)c1cc(O)c(O)c(O)c1,-18.175358,12,1,"[ 0.79681072 -4.0435957   0.56754642 -2.72041997  0.99369154 -2.66515118
  0.81996714 -1.87216533  1.43912989 -2.66515226  0.81996844  0.99369375
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
914,CCCCCC,COc1cc(ccc1O)C(O)=O,0,logP_setA,CCCCCC,COc1cc(C(=O)O)ccc1O,-8.338274,12,6,"[-0.58277394 -1.41845292  0.60780311  1.27278495  1.39971111  0.25074339
  0.41648728  0.45766502  0.58514964 -0.02535387 -0.91677285  0.25441458
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
915,Cc1ccccc1,COc1cc(ccc1O)C(O)=O,0,logP_setA,Cc1ccccc1,COc1cc(C(=O)O)ccc1O,-10.628551,12,7,"[-0.85221777 -0.96734706  0.99366662  1.10323177  1.78437591 -1.08932331
 -0.02003147 -0.01736746  0.93522569 -0.13852914 -1.57314043 -0.14741367
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
916,Clc1ccccc1,COc1cc(ccc1O)C(O)=O,0,logP_setA,Clc1ccccc1,COc1cc(C(=O)O)ccc1O,-10.42939,12,7,"[-0.84665599 -1.13666525  0.91903222  1.08232444  1.84707265 -0.95010615
  0.02130835  0.01997497  0.98109513 -0.16155833 -1.47934419 -0.0861864
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
917,C(Cl)Cl,COc1cc(ccc1O)C(O)=O,0,logP_setA,ClCCl,COc1cc(C(=O)O)ccc1O,-11.571495,12,3,"[-0.71008301 -0.417179    0.55391388  1.00784618  1.37537219 -1.47925335
 -0.18283779 -0.22674852  1.19219569 -0.14020526 -1.74110352 -0.16373157
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
918,CC(C)(C)OC,COc1cc(ccc1O)C(O)=O,0,logP_setA,COC(C)(C)C,COc1cc(C(=O)O)ccc1O,-13.3747835,12,6,"[-0.40355878  0.0140476   0.00473483  0.36834204  0.44247758 -1.60042088
 -0.27699065 -0.30017747  0.68459758 -0.29371238 -1.26036187 -0.11408294
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
919,CC(OC(C)C)=O,COc1cc(ccc1O)C(O)=O,0,logP_setA,CC(=O)OC(C)C,COc1cc(C(=O)O)ccc1O,-13.867572,12,7,"[-0.494834    0.31715592 -0.3953737   0.53311072  0.40574284 -1.70665278
 -0.3451998  -0.39467722  1.03643813 -0.44928644 -1.55083035 -0.18348382
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
920,c1ccc(cc1)CO,COc1cc(ccc1O)C(O)=O,0,logP_setA,OCc1ccccc1,COc1cc(C(=O)O)ccc1O,-13.504571,12,8,"[-0.1958526   0.16883426 -0.32619396 -0.26108105  0.10356025 -1.13178773
 -0.23132079 -0.23670434  0.44113709 -0.38722722 -0.66120638 -0.14704725
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
921,C1CCCCC1O,COc1cc(ccc1O)C(O)=O,0,logP_setA,OC1CCCCC1,COc1cc(C(=O)O)ccc1O,-13.902404,12,7,"[-0.43646486  0.41313955 -0.35728277  0.24767213  0.37406631 -1.66211528
 -0.3432272  -0.39446142  0.88179311 -0.51401062 -1.22148425 -0.25034959
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
922,CCCCO,COc1cc(ccc1O)C(O)=O,0,logP_setA,CCCCO,COc1cc(C(=O)O)ccc1O,-13.906478,12,5,"[-0.12259398  0.29002927 -0.47132274 -0.26886498 -0.072651   -1.33852831
 -0.26932192 -0.29830503  0.5085196  -0.38134908 -0.73478773 -0.1076236
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
923,CCCCCCCCO,COc1cc(ccc1O)C(O)=O,0,logP_setA,CCCCCCCCO,COc1cc(C(=O)O)ccc1O,-13.326558,12,9,"[-0.81201545 -0.08772691 -0.41288274  0.84333404  0.92814592 -1.53331089
 -0.24294627 -0.24441457  1.02960624 -0.53859484 -1.41401828 -0.20205527
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
924,O,COc1cc(ccc1O)C(O)=O,0,logP_setA,O,COc1cc(C(=O)O)ccc1O,-12.029718,12,1,"[ 0.86468813  0.21106729 -0.54811015 -1.81667433 -1.73513476 -0.2656979
  0.43351851  0.54497414 -0.9504875  -0.14124043  1.44211754  0.5709399
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
925,CCCCCC,OC(=O)c1ccc(O)cc1,0,logP_setA,CCCCCC,O=C(O)c1ccc(O)cc1,-7.2048626,10,6,"[-0.06449553  0.60584916 -0.00715869  1.57955999  0.7219001  -0.17052459
  0.33515122 -0.11683929 -0.17052459  0.7219001   0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
926,Cc1ccccc1,OC(=O)c1ccc(O)cc1,0,logP_setA,Cc1ccccc1,O=C(O)c1ccc(O)cc1,-9.017172,10,7,"[ 0.0441366   0.38653425  0.0695568   0.94612108  0.36794718 -0.04225834
 -0.36894132 -0.10627816 -0.04225834  0.36794718  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
927,Clc1ccccc1,OC(=O)c1ccc(O)cc1,0,logP_setA,Clc1ccccc1,O=C(O)c1ccc(O)cc1,-9.000739,10,7,"[ 0.10830193  0.32567459  0.12817356  0.97949518  0.35574039 -0.04200828
 -0.43640019 -0.09376931 -0.04200828  0.35574039  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
928,C(Cl)Cl,OC(=O)c1ccc(O)cc1,0,logP_setA,ClCCl,O=C(O)c1ccc(O)cc1,-10.068792,10,3,"[ 0.18584631  0.453643    0.19535538  0.19607624 -0.10724672  0.01146059
 -0.27065044  0.00218838  0.01146059 -0.10724672  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
929,CC(C)(C)OC,OC(=O)c1ccc(O)cc1,0,logP_setA,COC(C)(C)C,O=C(O)c1ccc(O)cc1,-11.073585,10,6,"[-0.06164553 -0.06338685 -0.04887177  0.14411188  0.17399262  0.0919477
 -0.66466274 -0.27132989  0.0919477   0.17399262  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
930,CC(OC(C)C)=O,OC(=O)c1ccc(O)cc1,0,logP_setA,CC(=O)OC(C)C,O=C(O)c1ccc(O)cc1,-11.049701,10,7,"[ 0.01353485 -0.06527575  0.07228654 -0.03718544  0.11346297  0.04922573
 -0.54625206 -0.17250545  0.04922573  0.11346297  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
931,c1ccc(cc1)CO,OC(=O)c1ccc(O)cc1,0,logP_setA,OCc1ccccc1,O=C(O)c1ccc(O)cc1,-11.167256,10,8,"[ 0.13861045  0.09061818  0.17501342  0.16305282 -0.16603854  0.0358366
 -0.81837258 -0.01609508  0.0358366  -0.16603854  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
932,C1CCCCC1O,OC(=O)c1ccc(O)cc1,0,logP_setA,OC1CCCCC1,O=C(O)c1ccc(O)cc1,-11.365184,10,7,"[ 0.01694867  0.14637773  0.03149644  0.38890911 -0.02634343 -0.00548757
 -1.05257887 -0.19299575 -0.00548757 -0.02634343  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
933,CCCCO,OC(=O)c1ccc(O)cc1,0,logP_setA,CCCCO,O=C(O)c1ccc(O)cc1,-11.51115,10,5,"[ 0.04297891  0.10663477  0.05108582  0.51118604 -0.10165252  0.07020739
 -1.36016267 -0.16030244  0.07020739 -0.10165252  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
934,CCCCCCCCO,OC(=O)c1ccc(O)cc1,0,logP_setA,CCCCCCCCO,O=C(O)c1ccc(O)cc1,-11.082197,10,9,"[-0.13492477  0.0319235  -0.07566537  0.74821003  0.31932371 -0.13577886
 -1.12684181 -0.25230903 -0.13577886  0.31932371  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
935,O,OC(=O)c1ccc(O)cc1,0,logP_setA,O,O=C(O)c1ccc(O)cc1,-9.932912,10,1,"[-0.08622542  0.3051617  -0.02961747  0.03772643  0.44346871 -0.12415763
 -0.03724394 -0.12165397 -0.12415763  0.44346871  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
936,CCCCCC,COc1cc(\C=C\C(O)=O)ccc1O,0,logP_setA,CCCCCC,COc1cc(/C=C/C(=O)O)ccc1O,-10.108966,14,6,"[ 0.956725    0.39500101  1.50746613 -0.32426388  0.29891494 -0.0353985
 -0.17969926 -2.03293071 -1.03532639 -1.10432147  0.24744322  0.59608642
  1.2609148  -0.01989653  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
937,Cc1ccccc1,COc1cc(\C=C\C(O)=O)ccc1O,0,logP_setA,Cc1ccccc1,COc1cc(/C=C/C(=O)O)ccc1O,-12.688319,14,7,"[-1.15835214 -1.95439183 -1.25472938 -0.05222666 -1.00642498  0.58698542
  0.39571747  3.07523512  0.57420497  0.58432134 -0.6318481  -1.2001559
 -0.09570052  0.08872703  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
938,Clc1ccccc1,COc1cc(\C=C\C(O)=O)ccc1O,0,logP_setA,Clc1ccccc1,COc1cc(/C=C/C(=O)O)ccc1O,-12.570325,14,7,"[-0.69352666 -1.69842871 -0.72871304 -0.32888259 -0.44620068  0.18381597
 -0.03254622  2.71182546  0.14527677  0.12438412 -0.57217191 -1.0447586
  0.26260417  0.18667702  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
